IPO Name,Issue Open Date,Issue Close Date,Listing Date,Listing Exchange,Issue Price (Rs),Listing Price (Rs),Listing Gain (%),GMP ,Retail Subscription,NII Subscription,QIB Subscription,Issue Size (Rs.cr),Revenue (Rs),Profit (Rs),EPS,Promoter Holding (%),Lead Manager,Label,upper_price,lower_price,no_of_shares_cr,Year,IPO_Duration,Price_Band_Width,log_Issue_Size,Sub_Strength,Recommendation
Elin Electronics Ltd. IPO,2022-12-20,2022-12-22,2022-12-30,"BSE, NSE",247,244.0,-1.21,-3.0,2.2,3.29,4.51,475.0,1093.8,39.15,8.07,33.03,Axis Capital,0.0,0,0,0,2022,2,0,6.16541785423142,3.682,Avoid
KFin Technologies Ltd. IPO,2022-12-19,2022-12-21,2022-12-29,"BSE, NSE",366,367.0,0.27,1.0,2.37,0.23,4.17,0.0,486.2,148.5,8.74,44.91,ICICI Securities,0.0,0,0,0,2022,2,0,0.0,2.628,Neutral
Landmark Cars Ltd. IPO,2022-12-13,2022-12-15,2022-12-23,"BSE, NSE",506,471.0,-6.92,-35.0,5.91,1.32,8.71,552.0,2989.1,66.2,19.34,51.71,Axis Capital,0.0,0,0,0,2022,2,0,6.315358001522335,5.933000000000001,Avoid
Abans Holdings Ltd. IPO,2022-12-12,2022-12-15,2022-12-23,"BSE, NSE",270,273.0,1.11,3.0,4.41,0.08,1.01,345.6,1349.5,69.8,12.33,74.75,Aryaman Financial,0.0,0,0,0,2022,3,0,5.848171377281505,1.411,Avoid
Sula Vineyards Ltd. IPO,2022-12-12,2022-12-14,2022-12-22,"BSE, NSE",357,358.0,0.28,1.0,1.65,1.7,1.07,960.35,453.9,2.54,0.29,27.39,Kotak Mahindra Capital,0.0,0,0,0,2022,2,0,6.868338546618346,1.375,Avoid
Uniparts India Ltd. IPO,2022-11-30,2022-12-02,2022-12-12,"BSE, NSE",577,575.0,-0.35,-2.0,4.63,8.32,2.81,835.61,1228.9,166.9,37.07,65.88,Axis Capital,0.0,0,0,0,2022,2,0,6.729358012080336,4.827,Avoid
Dharmaj Crop Guard Ltd. IPO,2022-11-28,2022-11-30,2022-12-08,"BSE, NSE",237,266.0,12.24,29.0,21.53,52.29,48.21,251.09,394,28.7,12.87,62.64,Elara Capital,0.0,0,0,0,2022,2,0,5.529786166608236,44.098,Apply
Keystone Realtors Ltd. IPO,2022-11-14,2022-11-16,2022-11-24,"BSE, NSE",541,555.0,2.59,14.0,5.09,3.03,4.09,635.0,1269.4,13.6,3.07,74.96,Axis Capital,0.0,0,0,0,2022,2,0,6.455198563340122,3.972,Neutral
Inox Green Energy Services Ltd. IPO,2022-11-11,2022-11-15,2022-11-23,"BSE, NSE",65,60.0,-7.69,-5.0,3.86,2.05,1.06,740.0,169.3,-4.69,Negative,56,Edelweiss Financial,0.0,0,0,0,2022,4,0,6.608000625296087,1.917,Avoid
Kaynes Technology India Ltd. IPO,2022-11-10,2022-11-14,2022-11-22,"BSE, NSE",587,778.0,32.54,191.0,21.24,21.01,14.98,857.82,706.1,45.4,9.15,63.6,Dam Capital,0.0,0,0,0,2022,4,0,6.755559354042727,18.041,Apply
Archean Chemical Industries Ltd. IPO,2022-11-09,2022-11-11,2022-11-21,"BSE, NSE",407,450.0,10.57,43.0,9.96,14.9,48.98,0.0,1133,191,15.58,53.05,IIFL Capital,0.0,0,0,0,2022,2,0,0.0,30.952,Apply
Five-Star Business Finance Ltd. IPO,2022-11-09,2022-11-11,2022-11-21,"BSE, NSE",474,465.0,-1.9,-9.0,1.1,0.35,1.29,0.0,1257,379.8,13.8,23.53,ICICI Securities,0.0,0,0,0,2022,2,0,0.0,0.97,Avoid
Bikaji Foods International Ltd. IPO,2022-11-03,2022-11-07,2022-11-16,"BSE, NSE",300,322.8,7.6,22.8,4.77,7.73,12.06,880.86,1610.9,76.03,3.08,67.58,JM Financial,0.0,0,0,0,2022,4,0,6.782033313249096,9.303,Neutral
Global Health Ltd. IPO,2022-11-03,2022-11-07,2022-11-16,"BSE, NSE",336,401.0,19.35,65.0,1.03,0.66,28.61,0.0,2185.2,196.2,10.15,33.77,Kotak Mahindra Capital,0.0,0,0,0,2022,4,0,0.0,14.709,Apply
Fusion Micro Finance Ltd. IPO,2022-11-02,2022-11-04,2022-11-15,"BSE, NSE",368,359.5,-2.31,-8.5,0.51,1.38,8.59,0.0,1478.7,20,2.44,59.5,ICICI Securities,0.0,0,0,0,2022,2,0,0.0,4.811,Avoid
DCX Systems Ltd. IPO,2022-10-31,2022-11-02,2022-11-11,"BSE, NSE",207,287.0,38.65,80.0,61.77,43.97,84.32,500.0,1102.1,64.4,17.37,73.37,Edelweiss Financial,0.0,0,0,0,2022,2,0,6.2166061010848646,67.705,Apply
Tracxn Technologies Ltd. IPO,2022-10-10,2022-10-12,2022-10-20,"BSE, NSE",80,83.0,3.75,3.0,4.87,8.01,2.04,309.38,63.4,0.83,0.08,35.79,IIFL Capital,0.0,0,0,0,2022,2,0,5.737797353243479,4.397,Neutral
Electronics Mart India Ltd. IPO,2022-10-04,2022-10-07,2022-10-17,"BSE, NSE",59,90.0,52.54,31.0,20.8,16.99,44.74,500.0,4349.3,103.9,2.75,77.94,Anand Rathi Advisors,0.0,0,0,0,2022,3,0,6.2166061010848646,31.627,Apply
Harsha Engineers International Ltd. IPO,2022-09-14,2022-09-16,2022-09-26,"BSE, NSE",330,450.0,36.36,120.0,17.63,71.32,178.26,755.0,1321.4,91.9,11.39,74.61,Axis Capital,0.0,0,0,0,2022,2,0,6.628041376179533,114.052,Apply
Tamilnad Mercantile Bank Ltd. IPO,2022-09-05,2022-09-07,2022-09-15,"BSE, NSE",510,510.0,0.0,0.0,6.41,2.94,1.06,807.84,4656.4,821.9,54.38,0,Axis Capital,0.0,0,0,0,2022,2,0,6.6956011224675285,2.694,Avoid
Dreamfolks Services Ltd. IPO,2022-08-24,2022-08-26,2022-09-06,"BSE, NSE",326,469.0,43.87,143.0,43.66,37.66,70.53,562.1,281,16.3,3.25,65.84,Equirus Capital,0.0,0,0,0,2022,2,0,6.333457232260573,55.295,Apply
Syrma SGS Technology Ltd. IPO,2022-08-12,2022-08-18,2022-08-26,"BSE, NSE",220,262.0,19.09,42.0,3.58,3.58,5.21,840.13,646.2,30.85,5.49,61.57,Dam Capital,0.0,0,0,0,2022,6,0,6.73474622591049,4.3950000000000005,Apply
Aether Industries Ltd. IPO,2022-05-24,2022-05-26,2022-06-03,"BSE, NSE",642,704.0,9.66,62.0,1.14,2.52,17.57,808.04,603.6,103.4,9.38,87.89,HDFC Bank,0.0,0,0,0,2022,2,0,6.695848359593915,9.769,Neutral
eMudhra Ltd. IPO,2022-05-20,2022-05-24,2022-06-01,"BSE, NSE",256,270.0,5.47,14.0,10.77,12.81,4.07,412.79,188.7,45.8,8.05,32.44,IIFL Capital,0.0,0,0,0,2022,4,0,6.025358598755538,8.032,Neutral
Ethos Ltd. IPO,2022-05-18,2022-05-20,2022-05-30,"BSE, NSE",878,830.0,-5.47,-48.0,0.84,1.48,1.06,402.26,386.6,1.9,0.98,49.07,Emkay Global,0.0,0,0,0,2022,2,0,5.99958151520993,1.142,Avoid
Paradeep Phosphates Ltd. IPO,2022-05-17,2022-05-19,2022-05-27,"BSE, NSE",42,44.0,4.76,2.0,1.37,0.22,3.06,0.0,5188,362.8,4.41,56.96,Axis Capital,0.0,0,0,0,2022,2,0,0.0,1.87,Avoid
Venus Pipes & Tubes Ltd. IPO,2022-05-11,2022-05-13,2022-05-24,"BSE, NSE",326,337.5,3.53,11.5,19.03,15.66,12.02,165.42,308.6,23.4,6.9,50.77,SMC Capitals,0.0,0,0,0,2022,2,0,5.114514713472284,14.514,Neutral
Delhivery Ltd. IPO,2022-05-11,2022-05-13,2022-05-24,"BSE, NSE",487,495.2,1.68,8.19999999999999,0.57,0.3,2.66,0.0,5504.6,-415.7,Negative,6.3,Kotak Mahindra Capital,0.0,0,0,0,2022,2,0,0.0,1.5340000000000005,Avoid
Prudent Corporate Advisory Services Ltd. IPO,2022-05-10,2022-05-12,2022-05-20,"BSE, NSE",630,650.0,3.17,20.0,1.24,0.99,1.25,428.28,320.1,45.4,10.92,57.06,ICICI Securities,0.0,0,0,0,2022,2,0,6.062109386677314,1.17,Avoid
Life Insurance Corp.of India IPO (LIC IPO),2022-05-04,2022-05-09,2022-05-17,"BSE, NSE",949,872.0,-8.11,-77.0,1.99,2.91,2.83,0.0,704443,2974.1,0.47,96.5,Axis Capital,0.0,0,0,0,2022,5,0,0.0,2.6860000000000004,Avoid
Rainbow Children's Medicare Ltd. IPO,2022-04-27,2022-04-29,2022-05-10,"BSE, NSE",542,540.0,-0.37,-2.0,1.38,0.55,3.22,0.0,500,39.5,8.12,49.8,Kotak Mahindra Capital,0.0,0,0,0,2022,2,0,0.0,2.051,Avoid
Campus Activewear Ltd. IPO,2022-04-26,2022-04-28,2022-05-09,"BSE, NSE",292,378.0,29.45,86.0,7.68,22.25,152.04,0.0,710,26.8,2.2,74.13,JM Financial,0.0,0,0,0,2022,2,0,0.0,84.231,Apply
Hariom Pipe Industries Ltd. IPO,2022-03-30,2022-04-05,2022-04-13,"BSE, NSE",153,214.0,39.87,61.0,12.15,8.87,1.91,130.05,398.9,32.2,15.53,83.65,ITI Capital,0.0,0,0,0,2022,6,0,4.875578929769415,6.045999999999999,Apply
Veranda Learning Solutions Ltd. IPO,2022-03-29,2022-03-31,2022-04-11,"BSE, NSE",137,150.0,9.49,13.0,10.72,1.7,0.08,200.0,2.52,-8.26,Negative,56.63,Systematix Corporate,0.0,0,0,0,2022,2,0,5.303304908059076,2.694,Neutral
Uma Exports Ltd. IPO,2022-03-28,2022-03-30,2022-04-07,"BSE, NSE",68,80.0,17.65,12.0,10.02,2.22,1.06,60.0,752.6,10.3,3.89,70.82,Corporate Capitalventures,0.0,0,0,0,2022,2,0,4.110873864173311,3.2,Apply
Vedant Fashions Ltd. IPO,2022-02-04,2022-02-08,2022-02-16,"BSE, NSE",866,936.0,8.08,70.0,0.39,1.03,7.49,0.0,570.6,132.8,5.53,84.09,Axis Capital,0.0,0,0,0,2022,4,0,0.0,4.132000000000001,Neutral
Adani Wilmar Ltd. IPO,2022-01-27,2022-01-31,2022-02-08,"BSE, NSE",230,227.0,-1.3,-3.0,3.92,56.3,5.73,0.0,37090.4,703.7,6.37,87.94,BNP Paribas,0.0,0,0,0,2022,4,0,0.0,20.538999999999994,Avoid
AGS Transact Technologies Ltd. IPO,2022-01-19,2022-01-21,2022-01-31,"BSE, NSE",175,161.0,-8.0,-14.0,3.08,25.61,2.68,680.0,1759.7,-18.1,Negative,68.41,HDFC Bank,0.0,0,0,0,2022,2,0,6.523562306149512,9.639,Avoid
Innova Captab Ltd. IPO,2023-12-21,2023-12-26,2023-12-29,"BSE, NSE",448,452.1,0.92,4.10000000000002,17.15,64.94,116.73,570.0,402.73,38.21,7.55,32.22,ICICI Securities,0.0,0,0,0,2023,5,0,6.3473892096560105,81.27700000000002,Apply
Azad Engineering Ltd. IPO,2023-12-20,2023-12-22,2023-12-28,"BSE, NSE",524,710.0,35.5,186.0,24.51,90.24,179.64,740.0,261.27,84.75,19.5,64.44,Axis Capital,0.0,0,0,0,2023,2,0,6.608000625296087,121.794,Apply
Credo Brands Marketing Ltd. IPO,2023-12-19,2023-12-21,2023-12-27,"BSE, NSE",280,381.0,36.07,101.0,7.87,55.51,104.95,549.78,498,78,12.05,33.54,Dam Capital,0.0,0,0,0,2023,2,0,6.311335455374621,70.702,Apply
Happy Forgings Ltd. IPO,2023-12-19,2023-12-21,2023-12-27,"BSE, NSE",850,1001.0,17.76,151.0,15.4,63.45,214.65,0.0,1192.4,208.6,23.13,78.52,JM Financial,0.0,0,0,0,2023,2,0,0.0,129.44,Apply
RBZ Jewellers Ltd. IPO,2023-12-19,2023-12-21,2023-12-27,"BSE, NSE",100,100.0,0.0,0.0,24.74,9.27,13.43,100.0,289.6,27.75,5.7,75,Arihant Capital,0.0,0,0,0,2023,2,0,4.61512051684126,14.444,Avoid
Motisons Jewellers Ltd. IPO,2023-12-18,2023-12-20,2023-12-26,"BSE, NSE",55,109.0,98.18,54.0,8.0,13.87,18.35,151.09,366.19,22.2,3.31,69,Holani Consultants,0.0,0,0,0,2023,2,0,5.024472450884278,14.936,Apply
Muthoot Microfin Ltd. IPO,2023-12-18,2023-12-20,2023-12-26,"BSE, NSE",291,291.9,0.31,0.899999999999977,135.6,311.99,135.01,960.0,1428.8,163.9,9.63,69.04,ICICI Securities,0.0,0,0,0,2023,2,0,6.8679744089702925,188.222,Apply
Suraj Estate Developers Ltd. IPO,2023-12-18,2023-12-20,2023-12-26,"BSE, NSE",360,360.0,0.0,0.0,9.85,20.02,25.74,400.0,267.3,32.65,9.38,74.99,ITI Capital,0.0,0,0,0,2023,2,0,5.993961427306569,20.846,Avoid
Inox India Ltd. IPO,2023-12-14,2023-12-18,2023-12-21,"BSE, NSE",660,949.65,43.89,289.65,15.3,53.2,147.8,0.0,984,152.7,20.08,75,ICICI Securities,0.0,0,0,0,2023,4,0,0.0,92.92000000000002,Apply
DOMS Industries Ltd. IPO,2023-12-13,2023-12-15,2023-12-20,"BSE, NSE",790,1400.0,77.22,610.0,73.38,70.06,122.16,0.0,1216.52,102.87,18.29,76.84,JM Financial,0.0,0,0,0,2023,2,0,0.0,96.774,Apply
India Shelter Finance Corp.Ltd. IPO,2023-12-13,2023-12-15,2023-12-20,"BSE, NSE",493,612.7,24.28,119.7,10.46,29.97,94.29,0.0,606.3,155.3,17.38,51.69,ICICI Securities,0.0,0,0,0,2023,2,0,0.0,58.228,Apply
Tata Technologies Ltd. IPO,2023-11-22,2023-11-24,2023-11-30,"BSE, NSE",500,1200.0,140.0,700.0,16.5,62.11,203.41,0.0,4501.9,624.03,15.38,53.39,JM Financial,0.0,0,0,0,2023,2,0,0.0,123.638,Apply
Flair Writing Industries Ltd. IPO,2023-11-22,2023-11-24,2023-12-01,"BSE, NSE",304,501.0,64.8,197.0,13.01,33.37,115.6,593.0,943.4,153.2,14.88,69.17,Nuvama Wealth Management,0.0,0,0,0,2023,2,0,6.386879319362645,70.413,Apply
Fedbank Financial Services Ltd. IPO,2023-11-22,2023-11-24,2023-11-30,"BSE, NSE",140,140.0,0.0,0.0,1.95,2.5,3.54,0.0,1154.5,154.3,9.6,62.61,ICICI Securities,0.0,0,0,0,2023,2,0,0.0,2.91,Avoid
Gandhar Oil Refinery (India) Ltd. IPO,2023-11-22,2023-11-24,2023-11-30,"BSE, NSE",169,298.0,76.33,129.0,28.95,62.23,129.0,500.69,3543,213.9,19.34,63.85,ICICI Securities,0.0,0,0,0,2023,2,0,6.217982399061142,88.959,Apply
Indian Renewable Energy Development Agency Ltd. IPO (IREDA IPO),2023-11-21,2023-11-23,2023-11-29,"BSE, NSE",32,60.0,87.5,28.0,9.94,24.16,104.57,0.0,3483.7,864.9,3.5,75,IDBI Capital Markets,0.0,0,0,0,2023,2,0,0.0,61.521,Apply
ASK Automotive Ltd. IPO,2023-11-07,2023-11-09,2023-11-15,"BSE, NSE",282,303.3,7.55,21.3,5.69,35.47,142.41,833.91,2642.4,122.9,6.97,71.12,JM Financial,0.0,0,0,0,2023,2,0,6.727323934610559,82.98400000000001,Apply
Protean eGov Technologies Ltd. IPO,2023-11-06,2023-11-08,2023-11-13,BSE,792,975.0,23.11,183.0,8.93,31.22,18.26,489.95,765.8,25.2,6.24,33.56,ICICI Securities,0.0,0,0,0,2023,2,0,6.196342289615299,20.282000000000004,Apply
ESAF Small Finance Bank Ltd. IPO,2023-11-03,2023-11-07,2023-11-10,"BSE, NSE",60,60.9,1.5,0.899999999999999,16.97,84.37,173.52,463.0,3165.9,310.2,14.99,53.05,ICICI Securities,0.0,0,0,0,2023,4,0,6.139884552226255,115.465,Apply
Honasa Consumer Ltd. IPO,2023-10-31,2023-11-02,2023-11-07,"BSE, NSE",324,330.0,1.85,6.0,1.35,7.37,20.91,0.0,1492.8,-150.9,-5.31,36.06,Kotak Mahindra Capital,0.0,0,0,0,2023,2,0,0.0,12.936,Neutral
Cello World Ltd. IPO,2023-10-30,2023-11-01,2023-11-06,"BSE, NSE",648,829.0,27.93,181.0,3.21,25.65,122.2,0.0,1796.7,285,13.56,79.91,Kotak Mahindra Capital,0.0,0,0,0,2023,2,0,0.0,69.437,Apply
Blue Jet Healthcare Ltd. IPO,2023-10-25,2023-10-27,2023-11-01,"BSE, NSE",346,380.0,9.83,34.0,2.24,13.59,13.72,840.27,683,160,9.82,66.44,Kotak Mahindra Capital,0.0,0,0,0,2023,2,0,6.734912654821954,11.385000000000002,Neutral
IRM Energy Ltd. IPO,2023-10-18,2023-10-20,2023-10-26,"BSE, NSE",505,505.0,0.0,0.0,9.29,16.89,44.75,545.0,1045.9,108.2,18.42,50.5,HDFC Bank,0.0,0,0,0,2023,2,0,6.302618975744905,29.3,Avoid
Plaza Wires Ltd. IPO,2023-09-29,2023-10-05,2023-10-12,"BSE, NSE",54,84.0,55.56,30.0,160.91,388.75,43.56,71.28,182.6,7.5,1.76,63.29,Pantomath Capital,0.0,0,0,0,2023,6,0,4.280547465724028,170.587,Apply
Valiant Laboratories Ltd. IPO,2023-09-27,2023-10-03,2023-10-06,"BSE, NSE",140,130.0,-7.14,-10.0,16.03,24.3,21.04,152.46,333.1,29,6.75,74.5,Unistone Capital,0.0,0,0,0,2023,6,0,5.033439946749519,21.016,Avoid
Updater Services Ltd. IPO,2023-09-25,2023-09-27,2023-10-04,"BSE, NSE",300,289.9,-3.37,-10.1,1.38,5.62,2.64,640.0,2096,34.5,5.39,60.55,IIFL Capital,0.0,0,0,0,2023,2,0,6.46302945692067,3.282,Avoid
JSW Infrastructure Ltd. IPO,2023-09-25,2023-09-27,2023-10-03,"BSE, NSE",119,143.0,20.17,24.0,15.43,84.41,57.09,0.0,3373.4,748.8,3.58,66.07,JM Financial,0.0,0,0,0,2023,2,0,0.0,56.95399999999999,Apply
Manoj Vaibhav Gems 'N' Jewellers Ltd. IPO,2023-09-22,2023-09-26,2023-10-03,"BSE, NSE",215,230.0,6.98,15.0,10.93,4.29,1.06,270.2,2042.8,75.8,6.59,71.99,Bajaj Capital,0.0,0,0,0,2023,4,0,5.60285655606624,4.003,Neutral
Signatureglobal (India) Ltd. IPO,2023-09-20,2023-09-22,2023-09-27,"BSE, NSE",385,385.0,0.0,0.0,7.17,12.87,13.34,730.0,158.5,-69,-5.61,69.76,ICICI Securities,0.0,0,0,0,2023,2,0,6.594413459749778,11.965,Avoid
Sai Silks (Kalamandir) Ltd. IPO,2023-09-20,2023-09-22,2023-09-27,"BSE, NSE",222,199.0,-10.36,-23.0,5.09,3.28,1.1,0.0,1341.3,97.6,6.48,75.47,Motilal Oswal Investment,0.0,0,0,0,2023,2,0,0.0,2.552,Avoid
Yatra Online Ltd. IPO,2023-09-15,2023-09-20,2023-09-28,"BSE, NSE",142,140.0,-1.41,-2.0,2.09,0.84,12.56,775.0,398,7.6,0.5,2.56,SBICAP,0.0,0,0,0,2023,5,0,6.654152520183219,6.95,Avoid
Zaggle Prepaid Ocean Services Ltd. IPO,2023-09-14,2023-09-18,2023-09-22,"BSE, NSE",164,164.0,0.0,0.0,6.08,1.48,6.44,563.38,552.4,41.9,3.61,32.9,ICICI Securities,0.0,0,0,0,2023,4,0,6.335727783489703,4.880000000000001,Avoid
SAMHI Hotels Ltd. IPO,2023-09-14,2023-09-18,2023-09-22,"BSE, NSE",126,134.5,6.75,8.5,1.11,2.05,8.76,0.0,699.7,-334.8,Negative,44.59,JM Financial,0.0,0,0,0,2023,4,0,0.0,5.2170000000000005,Neutral
R R Kabel Ltd. IPO,2023-09-13,2023-09-15,2023-09-20,"BSE, NSE",1035,1180.0,14.01,145.0,2.13,8.32,17.36,0.0,5633.64,189.87,18.66,60.83,Axis Capital,0.0,0,0,0,2023,2,0,0.0,11.602,Apply
EMS Ltd. IPO,2023-09-08,2023-09-12,2023-09-21,"BSE, NSE",211,282.05,33.67,71.05,30.55,84.39,149.98,321.25,363.3,108.6,18.39,69.65,Khambatta Securities,0.0,0,0,0,2023,4,0,5.775327641819297,106.417,Apply
Jupiter Life Line Hospitals Ltd. IPO,2023-09-06,2023-09-08,2023-09-18,"BSE, NSE",735,973.0,32.38,238.0,7.73,36.03,80.99,869.08,892.5,72.9,11.57,34.19,ICICI Securities,0.0,0,0,0,2023,2,0,6.768585161444106,52.85,Apply
Ratnaveer Precision Engineering Ltd. IPO,2023-09-04,2023-09-06,2023-09-11,"BSE, NSE",98,123.0,25.51,25.0,53.95,135.21,103.16,165.03,479.7,25.04,5.26,68.61,Unistone Capital,0.0,0,0,0,2023,2,0,5.112168494919695,102.933,Apply
Rishabh Instruments Ltd. IPO,2023-08-30,2023-09-01,2023-09-11,"BSE, NSE",441,460.0,4.31,19.0,8.44,31.29,72.8,490.78,569.5,49.7,14.12,49.97,Dam Capital,0.0,0,0,0,2023,2,0,6.19803146201739,47.475,Apply
Vishnu Prakash R.Punglia Ltd. IPO,2023-08-24,2023-08-28,2023-09-05,"BSE, NSE",99,165.0,66.67,66.0,32.01,111.03,65.11,308.61,1168.4,90.5,15.52,63.3,Choice Capital,0.0,0,0,0,2023,4,0,5.735313440935549,72.266,Apply
Aeroflex Industries Ltd. IPO,2023-08-22,2023-08-24,2023-08-31,"BSE, NSE",108,197.4,82.78,89.4,34.41,126.13,194.73,351.0,269.5,30.1,7.6,65.8,Pantomath Capital,0.0,0,0,0,2023,2,0,5.863631175598097,142.086,Apply
Pyramid Technoplast Ltd. IPO,2023-08-18,2023-08-22,2023-08-29,"BSE, NSE",166,187.0,12.65,21.0,14.15,32.24,9.94,153.05,403.5,31.8,10.74,73.3,PNB Investment,0.0,0,0,0,2023,4,0,5.037277225042677,17.472,Apply
TVS Supply Chain Solutions Ltd. IPO,2023-08-10,2023-08-14,2023-08-23,"BSE, NSE",197,190.0,-3.55,-7.0,7.89,2.44,1.66,880.0,10235.3,-41.9,-1.11,44.2,JM Financial,0.0,0,0,0,2023,4,0,6.78105762593618,3.14,Avoid
Concord Biotech Ltd. IPO,2023-08-04,2023-08-08,2023-08-18,"BSE, NSE",741,900.0,21.46,159.0,3.78,16.99,67.67,0.0,853.1,212.7,20.37,56.09,Kotak Mahindra Capital,0.0,0,0,0,2023,4,0,0.0,39.688,Apply
SBFC Finance Ltd. IPO,2023-08-03,2023-08-07,2023-08-16,"BSE, NSE",57,92.0,61.4,35.0,10.99,51.82,203.61,0.0,1152,149.7,1.76,65,ICICI Securities,0.0,0,0,0,2023,4,0,0.0,119.549,Apply
Yatharth Hospital & Trauma Care Services Ltd. IPO,2023-07-26,2023-07-28,2023-08-07,"BSE, NSE",300,304.0,1.33,4.0,8.34,34.61,21.17,686.55,520.3,65.7,7.85,65.71,Intensive Fiscal,0.0,0,0,0,2023,2,0,6.533134554168954,22.636,Apply
Netweb Technologies India Ltd. IPO,2023-07-17,2023-07-19,2023-07-27,"BSE, NSE",500,942.5,88.5,442.5,19.48,81.81,220.69,631.0,445.6,46.9,7.79,72.63,Equirus Capital,0.0,0,0,0,2023,2,0,6.448889394146858,138.784,Apply
Utkarsh Small Finance Bank Ltd. IPO,2023-07-12,2023-07-14,2023-07-21,"BSE, NSE",25,40.0,60.0,15.0,23.41,81.64,124.85,500.0,2735.6,404.5,7.47,69.04,ICICI Securities,0.0,0,0,0,2023,2,0,6.2166061010848646,91.599,Apply
Senco Gold Ltd. IPO,2023-07-04,2023-07-06,2023-07-14,"BSE, NSE",317,430.0,35.65,113.0,15.46,15.7,10.7,405.0,4108.2,158.4,11.83,69.59,IIFL Capital,0.0,0,0,0,2023,2,0,6.0063531596017325,13.152,Apply
Cyient DLM Ltd. IPO,2023-06-27,2023-06-30,2023-07-10,"BSE, NSE",265,403.0,52.08,138.0,52.17,95.87,47.75,592.0,832,31.7,4,66.68,Axis Capital,0.0,0,0,0,2023,3,0,6.385194398997726,63.06999999999999,Apply
ideaForge Technology Ltd. IPO,2023-06-26,2023-06-30,2023-07-07,"BSE, NSE",672,1305.1,94.21,633.1,85.1,80.58,125.81,567.24,186,31.9,8.95,25.75,JM Financial,0.0,0,0,0,2023,4,0,6.342543864689555,104.099,Apply
HMA Agro Industries Ltd. IPO,2023-06-20,2023-06-23,2023-07-04,"BSE, NSE",585,615.0,5.13,30.0,0.96,2.97,1.74,480.0,3143.6,124.9,24.72,81.75,Aryaman Financial,0.0,0,0,0,2023,3,0,6.175867270105761,1.953,Avoid
IKIO Lighting Ltd. IPO,2023-06-06,2023-06-08,2023-06-16,"BSE, NSE",285,392.5,37.72,107.5,16.65,32.27,163.55,606.5,330.4,75.3,10.02,76.22,Motilal Oswal Investment,0.0,0,0,0,2023,2,0,6.409352175214703,94.786,Apply
Mankind Pharma Ltd. IPO,2023-04-25,2023-04-27,2023-05-09,"BSE, NSE",1080,1300.0,20.37,220.0,0.92,2.8,4.9,0.0,8749.7,1311.9,32.61,77.85,Kotak Mahindra Capital,0.0,0,0,0,2023,2,0,0.0,3.474,Apply
Avalon Technologies Ltd. IPO,2023-04-03,2023-04-06,2023-04-18,"BSE, NSE",436,436.0,0.0,0.0,0.88,1.63,3.44,865.0,840.4,68.2,10.43,57.06,JM Financial,0.0,0,0,0,2023,3,0,6.763884908562435,2.385,Avoid
Udayshivakumar Infra Ltd. IPO,2023-03-20,2023-03-23,2023-04-03,"BSE, NSE",35,35.0,0.0,0.0,14.99,10.42,4.41,66.0,186.4,12.1,3.57,60,Saffron Capital,0.0,0,0,0,2023,3,0,4.204692619390966,8.329,Avoid
Global Surfaces Ltd. IPO,2023-03-13,2023-03-15,2023-03-23,"BSE, NSE",140,163.0,16.43,23.0,3.04,15.22,5.09,154.98,191,35,12.38,70.8,Unistone Capital,0.0,0,0,0,2023,2,0,5.049727793902352,7.718999999999999,Apply
Divgi TorqTransfer Systems Ltd. IPO,2023-03-01,2023-03-03,2023-03-14,"BSE, NSE",590,600.0,1.69,10.0,4.31,1.4,7.83,412.12,252,46.1,14.93,39.52,Inga Ventures,0.0,0,0,0,2023,2,0,6.023738107658278,5.197,Neutral
Bajaj Housing Finance Ltd. IPO,2024-09-09,2024-09-11,2024-09-16,"BSE, NSE",70,150.0,114.29,80.0,7.41,43.98,222.05,0.0,14024.1,1732.1,16.79,NA ,Kotak Mahindra Capital,0.0,0,0,0,2024,2,0,0.0,125.701,Apply
Baazar Style Retail Ltd. IPO,2024-08-30,2024-09-03,2024-09-06,"BSE, NSE",389,389.0,0.0,0.0,9.07,59.41,81.83,834.68,880,5.1,1.7,60,Axis Capital,0.0,0,0,0,2024,4,0,6.728245764687989,60.552,Avoid
ECOS (India) Mobility & Hospitality Ltd. IPO (ECOS Mobility IPO),2024-08-28,2024-08-30,2024-09-04,"BSE, NSE",334,365.0,9.28,31.0,19.66,71.17,136.85,601.2,310.85,13.29,3.57,59.25,Equirus Capital,0.0,0,0,0,2024,2,0,6.400589616047633,93.708,Apply
Premier Energies Ltd. IPO,2024-08-27,2024-08-29,2024-09-03,"BSE, NSE",450,991.0,120.22,541.0,7.44,50.98,212.42,0.0,1428.1,120.4,8.05,59.61,Kotak Mahindra Capital,0.0,0,0,0,2024,2,0,0.0,122.992,Apply
Orient Technologies Ltd. IPO,2024-08-21,2024-08-23,2024-08-28,"BSE, NSE",206,288.0,39.81,82.0,68.93,310.03,188.79,214.76,530.4,26.7,6.9,64.84,Elara Capital,0.0,0,0,0,2024,2,0,5.374166678831474,201.19,Apply
Saraswati Saree Depot Ltd. IPO,2024-08-12,2024-08-14,2024-08-20,"BSE, NSE",160,200.0,25.0,40.0,61.59,358.47,64.12,160.01,111.4,10.05,7,64.91,Unistone Capital,0.0,0,0,0,2024,2,0,5.081466474856847,151.919,Apply
